Unnamed: 0,collectionsURL,unitCode,dataSource,title,EDANid,guid,recordLink,lastUpdateDate,creditLine,date,identifier,name,notes,objectType,physicalDescription,place,publisher,topic,indexed_dates,indexed_names,indexed_object_types,indexed_places,indexed_topics,mediaCount,mediaURLs,thumbnail,Sitter,Artist,Clean_Date,faces,face_urls
0,https://collections.si.edu/search/detail/edanmdm:saam_XX108A,SAAM,Smithsonian American Art Museum,George Washington,edanmdm:saam_XX108A,http://n2t.net/ark:/65665/vk7c06aa8a1-8da1-47c8-884f-6a47cc2e6305,https://americanart.si.edu/collections/search/artwork/?id=27849,2024-11-22,"{""Credit Line"": ""Smithsonian American Art Museum, Transfer from the U.S. Department of the Interior through the General Services Administration""}","{""Date"": ""1803?""}","{""Object number"": ""XX108A""}","{""Attributed to"": ""William Winstanley, born England, active 1775-1806"", ""Sitter"": ""George Washington""}",,"{""Type"": ""Painting""}","{""Medium"": ""oil on canvas"", ""Dimensions"": ""30 1/2 x 25 1/4 in. (77.4 x 64.2 cm.)""}",,,"{""Topic"": ""Occupation\\political\\president\nPortrait male""}",[1800s],"['Washington, George', 'Winstanley, William']",[Paintings],[],"[Occupations, Men, Portraits, Political, Presidents]",1,['https://ids.si.edu/ids/deliveryService?id=SAAM-XX108A_1'],"https://ids.si.edu/ids/iiif/SAAM-XX108A_1/full/250,/0/default.jpg",George Washington,William Winstanley,1803,"[[623, 441, 998, 968]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Cropped_Faces/Image_0_face_0.jpg?raw=true; 
1,https://collections.si.edu/search/detail/edanmdm:saam_1971.111,SAAM,Smithsonian American Art Museum,Mourning Piece for George Washington,edanmdm:saam_1971.111,http://n2t.net/ark:/65665/vk7b2f8e20a-81fb-4f28-a5e6-3b476c7f19f9,https://americanart.si.edu/collections/search/artwork/?id=9593,2024-11-22,"{""Credit Line"": ""Smithsonian American Art Museum, Museum purchase""}","{""Date"": ""1810""}","{""Object number"": ""1971.111""}","{""Artist"": ""Enoch G. Gridley, active 1803-1818"", ""Sitter"": ""George Washington""}",,"{""Type"": ""Graphic Arts-Print""}","{""Medium"": ""engraving on paper"", ""Dimensions"": ""image: 13 1/8 x 8 3/4 in. (33.3 x 22.2 cm)""}",,,"{""Topic"": ""Occupation\\military\\soldier\nPortrait male\\bust\nMonument\\memorial\\Washington""}",[1810s],"['Washington, George', 'Gridley, Enoch G.']",[Graphic arts],[Washington],"[Soldiers, Memorials, Occupations, Men, Monuments, Portraits, Military]",1,['https://ids.si.edu/ids/deliveryService?id=SAAM-1971.111_1'],"https://ids.si.edu/ids/iiif/SAAM-1971.111_1/full/250,/0/default.jpg",George Washington,Enoch G. Gridley,1810,"[[672, 933, 763, 1074], [336, 888, 402, 968]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Cropped_Faces/Image_1_face_0.jpg?raw=true; https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Cropped_Faces/Image_1_face_1.jpg?raw=true; 
2,https://collections.si.edu/search/detail/edanmdm:saam_1971.102,SAAM,Smithsonian American Art Museum,George Washington,edanmdm:saam_1971.102,http://n2t.net/ark:/65665/vk74652dc00-4f71-4884-b475-73a528aabf28,https://americanart.si.edu/collections/search/artwork/?id=8333,2024-11-22,"{""Credit Line"": ""Smithsonian American Art Museum, Gift of Michael J. Deutch""}","{""Date"": ""ca. 1800-1825""}","{""Object number"": ""1971.102""}","{""Publisher"": ""H. Fiquet, n.d."", ""Copy after"": ""John Trumbull, born Lebanon, CT 1756-died New York City 1843"", ""Sitter"": ""George Washington""}",,"{""Type"": ""Graphic Arts-Print""}","{""Medium"": ""color lithograph"", ""Dimensions"": ""plate: 20 x 12 in. (50.8 x 30.5 cm)""}",,,"{""Topic"": ""Landscape\nAnimal\\horse\nFigure male\\knee length\nDress\\uniform\\military uniform\nOccupation\\military\\general\nPortrait male\\full length""}","[1800s, 1820s]","['Washington, George', 'Fiquet, H.', 'Trumbull, John']",[Graphic arts],[],"[Uniforms, Landscapes, Animals, Occupations, Clothing and dress, Men, Horses, Figure male, Portraits, Military]",1,['https://ids.si.edu/ids/deliveryService?id=SAAM-1971.102_1'],"https://ids.si.edu/ids/iiif/SAAM-1971.102_1/full/250,/0/default.jpg",George Washington,,1800,"[[769, 398, 855, 518], [1167, 334, 1228, 416], [249, 790, 302, 858]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Cropped_Faces/Image_2_face_0.jpg?raw=true; https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Cropped_Faces/Image_2_face_1.jpg?raw=true; https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Cropped_Faces/Image_2_face_2.jpg?raw=true; 
3,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.87.222,NPG,National Portrait Gallery,Benjamin Franklin,edanmdm:npg_S_NPG.87.222,http://n2t.net/ark:/65665/sm4c77a42c7-3a26-4b6a-af51-bcc23e97ef2a,https://npg.si.edu/object/npg_S_NPG.87.222,2025-03-19,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; transfer from the Smithsonian American Art Museum""}","{""Date"": ""1782""}","{""Object number"": ""S/NPG.87.222""}","{""Artist"": ""J. Pelicier, active 1780 - 1790"", ""Sitter"": ""Benjamin Franklin, 17 Jan 1706 - 17 Apr 1790""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 8.2 \u00d7 6 cm (3 1/4 \u00d7 2 3/8\"")\nSheet: 25.5 \u00d7 18 cm (10 1/16 \u00d7 7 1/16\"")""}",,,"{""Topic"": ""Printed Material\\Map\nNature & Environment\\Plant\\Wreath\nNature & Environment\\Animal\\Bird\\Eagle\nNature & Environment\\Lightning\nCostume\\Dress Accessory\\Fur trim\nBenjamin Franklin: Male\nBenjamin Franklin: Arts and Culture\\Literature\\Writer\nBenjamin Franklin: Politics and Government\\Statesman\\Colonial statesman\nBenjamin Franklin: Politics and Government\\Government official\\Congressman\\Continental congressman\nBenjamin Franklin: Politics and Government\\Statesman\\Colonial statesman\\Signer of Declaration\nBenjamin Franklin: Science and Technology\\Scientist\nBenjamin Franklin: Politics and Government\\Diplomat\nBenjamin Franklin: Social Welfare and Reform\\Philanthropist\nBenjamin Franklin: Science and Technology\\Inventor\nBenjamin Franklin: Business and Finance\\Tradesman\\Printer\nBenjamin Franklin: Politics and Government\\Government official\\Postmaster\nPortrait""}",[1780s],"['Franklin, Benjamin', 'Pelicier, J.']","[Maps, Prints]",[],"[Social Welfare and Reform, Business and Finance, Legislators, Arts and Culture, Writers, Dress accessories, Eagles, Printer, Printed Material, Colonial statesman, Statesman, Signer of Declaration, Public officers, Diplomats, Nature, Wreath, Literature, Congressmen, Government, Diplomacy, Birds, Portraits, Ecology, Plants, Tradesman, Continental congressman, Science and Technology, Fur trim, Animals, Inventors, Lightning, Costume, Men, Philanthropists, Politics, Scientists, Postmasters]",1,['https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_87_222'],"https://ids.si.edu/ids/iiif/NPG-S_NPG_87_222/full/250,/0/default.jpg",Benjamin Franklin,J. Pelicier,1782,"[[508, 425, 707, 736]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Cropped_Faces/Image_3_face_0.jpg?raw=true; 
4,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.85.297,NPG,National Portrait Gallery,George Washington,edanmdm:npg_S_NPG.85.297,http://n2t.net/ark:/65665/sm4b8e95381-ee00-4541-a541-ceff511de726,https://npg.si.edu/object/npg_S_NPG.85.297,2025-05-17,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Marvin Sadik""}","{""Date"": ""1796""}","{""Object number"": ""S/NPG.85.297""}","{""Artist"": ""Louis Charles Ruotte, 1754 - 1806"", ""Copy after"": ""Francois Bonneville\nPierre Eug\u00e8ne Du Simiti\u00e8re, c. 1736 - 1784"", ""Sitter"": ""George Washington, 22 Feb 1732 - 14 Dec 1799""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 10.3 \u00d7 8.5 cm (4 1/16 \u00d7 3 3/8\"")\nSheet: 24.7 \u00d7 18.3 cm (9 3/4 \u00d7 7 3/16\"")""}",,,"{""Topic"": ""Costume\\Dress Accessory\\Epaulet\nIllustration\nTassel\nGeorge Washington: Male\nGeorge Washington: Military and Intelligence\\Army\\Officer\\Revolutionary War\nGeorge Washington: Politics and Government\\Statesman\\Colonial statesman\nGeorge Washington: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nGeorge Washington: Military and Intelligence\\Army\\Officer\\General\nGeorge Washington: Politics and Government\\Government official\\President of US\nGeorge Washington: Science and Technology\\Surveyor\nGeorge Washington: Civilian awards\\Congressional Gold Medal\nPortrait""}",[1790s],"['Du Simitiere, Pierre Eugene', United States. Army, 'Ruotte, Louis Charles', 'Washington, George', 'Bonneville, Francois']",[Prints],[United States],"[Business and Finance, Congressional Gold Medal, Farmers, Illustration, Government, Natural resources commerce, Dress accessories, Portraits, Civilian awards, Science and Technology, Colonial statesman, Agriculturists, Statesman, Surveyors, Costume, Military and Intelligence, Tassel, Men, 'American Revolution (1775-1783)', Public officers, Politics, Presidents, Officer]",1,['https://ids.si.edu/ids/deliveryService?id=NPG-S-NPG_85_297'],"https://ids.si.edu/ids/iiif/NPG-S-NPG_85_297/full/250,/0/default.jpg",George Washington,Louis Charles Ruotte,1796,"[[644, 497, 796, 755]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Cropped_Faces/Image_4_face_0.jpg?raw=true; 
5,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.82.10,NPG,National Portrait Gallery,George Washington,edanmdm:npg_S_NPG.82.10,http://n2t.net/ark:/65665/sm411f56170-8448-4df0-bbe5-80dab45f766b,https://npg.si.edu/object/npg_S_NPG.82.10,2025-03-19,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Gerard H. Gover""}","{""Date"": ""1798""}","{""Object number"": ""S/NPG.82.10""}","{""Artist"": ""William Nutter, 1754 - 1802"", ""Copy after"": ""Gilbert Stuart, 3 Dec 1755 - 9 Jul 1828"", ""Sitter"": ""George Washington, 22 Feb 1732 - 14 Dec 1799""}",,"{""Type"": ""Print""}","{""Medium"": ""Stipple engraving printed in color"", ""Dimensions"": ""Image: 22.5 \u00d7 18.5 cm (8 7/8 \u00d7 7 5/16\"")\nSheet: 24 \u00d7 19.7 cm (9 7/16 \u00d7 7 3/4\"")\nMount: 25 \u00d7 21 \u00d7 1.3 cm (9 13/16 \u00d7 8 1/4 \u00d7 1/2\"")""}",,,"{""Topic"": ""Costume\\Dress Accessory\\Neckwear\\Collar\\Ruff\nGeorge Washington: Male\nGeorge Washington: Military and Intelligence\\Army\\Officer\\Revolutionary War\nGeorge Washington: Politics and Government\\Statesman\\Colonial statesman\nGeorge Washington: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nGeorge Washington: Military and Intelligence\\Army\\Officer\\General\nGeorge Washington: Politics and Government\\Government official\\President of US\nGeorge Washington: Science and Technology\\Surveyor\nGeorge Washington: Civilian awards\\Congressional Gold Medal\nPortrait""}",[1790s],"[United States. Army, 'Washington, George', 'Nutter, William', 'Stuart, Gilbert']",[Prints],[United States],"[Business and Finance, Congressional Gold Medal, Neckwear, Farmers, Ruff, Government, Natural resources commerce, Dress accessories, Portraits, Civilian awards, Science and Technology, Colonial statesman, Agriculturists, Statesman, Surveyors, Costume, Military and Intelligence, Men, 'American Revolution (1775-1783)', Public officers, Politics, Collar, Presidents, Officer]",1,['https://ids.si.edu/ids/deliveryService?id=NPG-S-NPG_82_10'],"https://ids.si.edu/ids/iiif/NPG-S-NPG_82_10/full/250,/0/default.jpg",George Washington,William Nutter,1798,"[[612, 464, 976, 957]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Cropped_Faces/Image_5_face_0.jpg?raw=true; 
6,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.81.31,NPG,National Portrait Gallery,George Washington,edanmdm:npg_S_NPG.81.31,http://n2t.net/ark:/65665/sm4fe3dcc7c-8844-4b79-a7f4-4896529902c1,https://npg.si.edu/object/npg_S_NPG.81.31,2025-03-19,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""c. 1778""}","{""Object number"": ""S/NPG.81.31""}","{""Attribution"": ""Jean-Victor Dupin, 1718 - 1818?"", ""Sitter"": ""George Washington, 22 Feb 1732 - 14 Dec 1799""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 16.2 x 11.4cm (6 3/8 x 4 1/2\"")\nSheet: 26.2 x 19.9cm (10 5/16 x 7 13/16\"")""}",,,"{""Topic"": ""Costume\\Headgear\\Hat\nWeapon\\Sword\nEquipment\\Shield\nSymbols & Motifs\\Flag\nWeapon\\Cannon\nCostume\\Dress Accessory\\Sash\nWeapon\\Cannonball\nGeorge Washington: Male\nGeorge Washington: Military and Intelligence\\Army\\Officer\\Revolutionary War\nGeorge Washington: Politics and Government\\Statesman\\Colonial statesman\nGeorge Washington: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nGeorge Washington: Military and Intelligence\\Army\\Officer\\General\nGeorge Washington: Politics and Government\\Government official\\President of US\nGeorge Washington: Science and Technology\\Surveyor\nGeorge Washington: Civilian awards\\Congressional Gold Medal\nPortrait""}","[1770s, 1780s]","[United States. Army, 'Washington, George', 'Dupin, Jean-Victor']",[Prints],[United States],"[Business and Finance, Cannon, Shield, Natural resources commerce, Dress accessories, Symbols & Motifs, Colonial statesman, Weapons, Statesman, Swords, Military and Intelligence, 'American Revolution (1775-1783)', Public officers, Presidents, Congressional Gold Medal, Farmers, Sash, Government, Cannonball, Portraits, Flags, Civilian awards, Headgear, Science and Technology, Agriculturists, Surveyors, Costume, Men, Hats, Politics, Officer]",1,['https://ids.si.edu/ids/deliveryService?id=NPG-S-NPG_81_31'],"https://ids.si.edu/ids/iiif/NPG-S-NPG_81_31/full/250,/0/default.jpg",George Washington,Jean-Victor Dupin,1778,"[[705, 625, 834, 783]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Cropped_Faces/Image_6_face_0.jpg?raw=true; 
7,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.79.6,NPG,National Portrait Gallery,George Washington,edanmdm:npg_S_NPG.79.6,http://n2t.net/ark:/65665/sm43b9ad41d-a45a-440e-87db-e30002185004,https://npg.si.edu/object/npg_S_NPG.79.6,2025-03-19,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""1797""}","{""Object number"": ""S/NPG.79.6""}","{""Artist"": ""Unidentified Artist"", ""Copy after"": ""Paul Revere, 1 Jan 1735 - 10 May 1818\nCharles Willson Peale, 15 Apr 1741 - 22 Feb 1827"", ""Sitter"": ""George Washington, 22 Feb 1732 - 14 Dec 1799""}",,"{""Type"": ""Print""}","{""Medium"": ""Relief cut"", ""Dimensions"": ""Image: 7 \u00d7 6.2 cm (2 3/4 \u00d7 2 7/16\"")\nBook closed: 18.5 \u00d7 10.1 cm (7 5/16 \u00d7 4\"")\nBook open: 18.5 \u00d7 20.2 cm (7 5/16 \u00d7 7 15/16\"")""}",,,"{""Topic"": ""Print\nWeapon\\Cannon\nIllustration\nSymbols & Motifs\\Flag\\National flag\\American\nGeorge Washington: Male\nGeorge Washington: Military and Intelligence\\Army\\Officer\\Revolutionary War\nGeorge Washington: Politics and Government\\Statesman\\Colonial statesman\nGeorge Washington: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nGeorge Washington: Military and Intelligence\\Army\\Officer\\General\nGeorge Washington: Politics and Government\\Government official\\President of US\nGeorge Washington: Science and Technology\\Surveyor\nGeorge Washington: Civilian awards\\Congressional Gold Medal\nPortrait""}",[1790s],"[United States. Army, 'Washington, George', 'Revere, Paul', 'Peale, Charles Willson']",[Prints],[United States],"[Business and Finance, Cannon, Illustration, Natural resources commerce, Symbols & Motifs, Colonial statesman, Weapons, Statesman, Military and Intelligence, 'American Revolution (1775-1783)', Public officers, National flag, Presidents, Printing, Congressional Gold Medal, Farmers, Government, Portraits, Flags, Civilian awards, Science and Technology, Agriculturists, Surveyors, Men, Politics, Officer]",2,"['https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_79_6GW-000002', 'https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_79_6GW-000001']","https://ids.si.edu/ids/iiif/NPG-S_NPG_79_6GW-000002/full/250,/0/default.jpg",George Washington,Unidentified Artist,1797,"[[722, 550, 1012, 1008]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Cropped_Faces/Image_7_face_0.jpg?raw=true; 
8,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.78.39,NPG,National Portrait Gallery,Thomas Jefferson,edanmdm:npg_S_NPG.78.39,http://n2t.net/ark:/65665/sm490cb9ecc-d055-401e-a506-f27b7c578699,https://npg.si.edu/object/npg_S_NPG.78.39,2025-03-19,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""1801""}","{""Object number"": ""S/NPG.78.39""}","{""Artist"": ""Edward Orme, 1775 - 1848"", ""Copy after"": ""Gilbert Stuart, 3 Dec 1755 - 9 Jul 1828"", ""Sitter"": ""Thomas Jefferson, 13 Apr 1743 - 4 Jul 1826""}",,"{""Type"": ""Print""}","{""Medium"": ""Stipple engraving"", ""Dimensions"": ""Image: 10.5 \u00d7 8 cm (4 1/8 \u00d7 3 1/8\"")\nSheet: 17.5 \u00d7 11.7 cm (6 7/8 \u00d7 4 5/8\"")""}",,,"{""Topic"": ""Thomas Jefferson: Male\nThomas Jefferson: Law and Crime\\Lawyer\nThomas Jefferson: Politics and Government\\Government official\\Congressman\\Continental congressman\nThomas Jefferson: Politics and Government\\Statesman\\Colonial statesman\\Signer of Declaration\nThomas Jefferson: Politics and Government\\Vice-President of US\nThomas Jefferson: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nThomas Jefferson: Arts and Culture\\Visual Arts\\Architect\nThomas Jefferson: Politics and Government\\Government official\\President of US\nThomas Jefferson: Politics and Government\\Government official\\Cabinet member\\Secretary of State\nThomas Jefferson: Politics and Government\\Diplomat\\Minister\nThomas Jefferson: Science and Technology\\Inventor\nThomas Jefferson: Politics and Government\\Government official\\US Congressman\\Virginia\nThomas Jefferson: Politics and Government\\Government official\\Governor\\Virginia\nThomas Jefferson: Arts and Culture\\Education and Scholarship\\Founder\\University\nPortrait""}",[1800s],"['Jefferson, Thomas', 'Orme, Edward', 'Stuart, Gilbert']",[Prints],"[United States, Virginia]","[Business and Finance, Legislators, Art, Arts and Culture, Architects, Natural resources commerce, Secretary of State, Governors, Founder, Universities, Colonial statesman, Statesman, Signer of Declaration, Public officers, Vice-Presidents, Diplomats, Presidents, Minister, Cabinet member, Congressmen, Farmers, Government, Diplomacy, Portraits, Lawyers, Continental congressman, Science and Technology, Agriculturists, Inventors, Men, Law and Crime, Politics, Education and Scholarship]",1,['https://ids.si.edu/ids/deliveryService?id=NPG-S-NPG_78_39'],"https://ids.si.edu/ids/iiif/NPG-S-NPG_78_39/full/250,/0/default.jpg",Thomas Jefferson,Edward Orme,1801,"[[578, 478, 812, 798]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Cropped_Faces/Image_8_face_0.jpg?raw=true; 
9,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.77.95,NPG,National Portrait Gallery,Thomas Jefferson,edanmdm:npg_S_NPG.77.95,http://n2t.net/ark:/65665/sm4f14ab829-a93f-48ee-8384-012a9284ae32,https://npg.si.edu/object/npg_S_NPG.77.95,2025-03-19,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""1801""}","{""Object number"": ""S/NPG.77.95""}","{""Artist"": ""John Scoles, 1793 - 1844?"", ""Sitter"": ""Thomas Jefferson, 13 Apr 1743 - 4 Jul 1826""}",,"{""Type"": ""Print""}","{""Medium"": ""Stipple engraving on paper"", ""Dimensions"": ""Image: 13.6 \u00d7 8.6 cm (5 3/8 \u00d7 3 3/8\"")\nSheet: 14.8 \u00d7 10.6 cm (5 13/16 \u00d7 4 3/16\"")\nMat: 45.7 \u00d7 35.5 cm (18 \u00d7 14\"")""}",,,"{""Topic"": ""Thomas Jefferson: Male\nThomas Jefferson: Law and Crime\\Lawyer\nThomas Jefferson: Politics and Government\\Government official\\Congressman\\Continental congressman\nThomas Jefferson: Politics and Government\\Statesman\\Colonial statesman\\Signer of Declaration\nThomas Jefferson: Politics and Government\\Vice-President of US\nThomas Jefferson: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nThomas Jefferson: Arts and Culture\\Visual Arts\\Architect\nThomas Jefferson: Politics and Government\\Government official\\President of US\nThomas Jefferson: Politics and Government\\Government official\\Cabinet member\\Secretary of State\nThomas Jefferson: Politics and Government\\Diplomat\\Minister\nThomas Jefferson: Science and Technology\\Inventor\nThomas Jefferson: Politics and Government\\Government official\\US Congressman\\Virginia\nThomas Jefferson: Politics and Government\\Government official\\Governor\\Virginia\nThomas Jefferson: Arts and Culture\\Education and Scholarship\\Founder\\University\nPortrait""}",[1800s],"['Scoles, John', 'Jefferson, Thomas']",[Prints],"[United States, Virginia]","[Business and Finance, Legislators, Art, Arts and Culture, Architects, Natural resources commerce, Secretary of State, Governors, Founder, Universities, Colonial statesman, Statesman, Signer of Declaration, Public officers, Vice-Presidents, Diplomats, Presidents, Minister, Cabinet member, Congressmen, Farmers, Government, Diplomacy, Portraits, Lawyers, Continental congressman, Science and Technology, Agriculturists, Inventors, Men, Law and Crime, Politics, Education and Scholarship]",1,['https://ids.si.edu/ids/deliveryService?id=NPG-S-NPG_77_95X'],"https://ids.si.edu/ids/iiif/NPG-S-NPG_77_95X/full/250,/0/default.jpg",Thomas Jefferson,John Scoles,1801,"[[609, 459, 838, 796]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Cropped_Faces/Image_9_face_0.jpg?raw=true; 
